id,año,destino,estrato,consumo
c6b8fd69-e4dd-4285-80ee-2e320524a44a,2023,Comercial,,14057624.78
137778ee-7804-4db9-9b79-25e33f6f04e3,2023,Oficial,,9116201.89
9a63918f-1798-4fd4-9fec-9f1d32ddab9e,2023,Oficial,,11729466.25
1d1de837-e60a-4ef1-9e65-a12588361d95,2023,Oficial,,1043832.19
358290cb-53c0-4089-9831-c916faee1f29,2023,Residencial,2,16358470.97
d0aec264-16df-4fb0-81c0-f49f8b3aa6d3,2023,Comercial,,10414730.47
77c08c2f-308d-4031-9b20-c0fd8cc74480,2024,Oficial,,10225683.5
2ebca205-2c42-4fb7-a654-436e5d511798,2024,Residencial,2,5053199.72
77dc3725-aa78-4de1-8607-7087d5451c9e,2024,Otros,,7009545.31
5ad932b5-0ffe-4711-a1bb-d239a7fa4264,2023,Comercial,,1485449.92
222e21be-8a41-4427-8f88-bdd96e093f71,2023,Otros,,13465602.37
018c17a9-5537-4185-ae9c-1e2f86771656,2023,Residencial,5,11842401.63
1b266e84-5e02-48a5-ad16-cb5a96c432d8,2023,Industrial,,11821560.44
329ea03d-6ca4-4e27-9f19-adfee6663f11,2024,Otros,,6184348.4
a905f0c9-f138-422a-8cdb-ec72756070fe,2024,Otros,,4708239.77
68f7dc78-425d-41fe-9b88-ce288cbc5758,2024,Comercial,,10259960.7
dc08c5c5-836b-464a-810f-2bb8fc23249a,2023,Comercial,,18626221.96
1b9dab46-ae41-4108-b506-1fe7bd702370,2023,Especial,,2728587.33
b51b9031-8312-4555-b2c7-5c4fa799311a,2024,Comercial,,14711221.01
963d4e0f-fea8-44c5-b4a3-ef58e3aee00a,2024,Oficial,,16460337.84
90a19fff-1fd0-4b5a-980f-2c8fa81a149c,2023,Comercial,,1993988.96
1df3ea86-fd86-45c6-9e74-35d953cb64ef,2023,Oficial,,19483928.46
227617b9-e668-4227-a615-cb5faa9a8eb1,2024,Otros,,18189834.68
2d12a48f-0bfa-4f6a-820f-8bbc12abcb7e,2023,Residencial,4,6469864.6
2a869b19-7bc1-4c47-a70f-d445bb6da044,2024,Industrial,,7955435.03
b1601f92-6e28-4dec-8c00-a5432a3bcca1,2023,Residencial,6,8690852.76
77fc2ed2-1c76-4724-a0d1-7696e5b52419,2023,Residencial,1,15397583.93
72bf3fd1-51b0-44eb-b5eb-1158928d32c8,2023,Oficial,,12694184.85
1796b19f-63b3-46c5-a5dc-4205f8ae8293,2024,Residencial,6,6701762.02
e079e857-d2ce-4317-8352-93bcf1589915,2023,Residencial,3,19793774.79
bcbeb023-0dd5-496a-9fbc-ac5ed61fb50c,2024,Comercial,,10466191.18
71ee0407-8563-4cba-8d3a-2dedc4bbc181,2023,Otros,,8935194.02
0e5a3de7-82b2-4f68-9ec9-4e64548cdd9c,2023,Oficial,,1916158.69
6b373226-743d-4f62-a9fe-6f04ecd59b70,2023,Especial,,11238424.47
1ef50312-fe86-4e0e-b32d-5b3959c7cf3f,2023,Oficial,,11813983.5
941141b8-28eb-4246-a0a8-ac5f5b51f06d,2023,Especial,,18093557.97
9ea97d48-10f3-40bb-ad02-2757bfdd7a86,2023,Oficial,,17583161.64
5d2f6f8c-4da3-4bf1-b080-cd75d8937466,2023,Oficial,,13691412.77
2b8b6a9d-7e74-4e22-9f5f-d1f77f396f83,2024,Comercial,,12819498.06
b9b31b07-6f02-4ebe-9d6f-406ef28294a2,2023,Industrial,,19898847.92
01009771-41a5-49a5-9287-f5d014ec85bb,2024,Otros,,7447076.95
b4aed472-a8f9-4875-8c1f-5d07eb2577d6,2023,Comercial,,16837217.31
95091760-1960-472b-b336-80fb79655ef5,2024,Especial,,2877375.69
631c6591-3a4b-4b3c-8022-442d68ae5099,2024,Oficial,,12741957.92
f709b89b-bb5a-4b28-8290-69cfcb8b40e6,2024,Otros,,1672159.74
67c7c7bc-9964-42b4-b51f-685ff28315c2,2024,Comercial,,7866033.15
730ddd4d-ae35-43d5-b143-2630c393fdfb,2024,Comercial,,300955.09
f7e91078-2918-4ae6-af14-76a656177acd,2023,Especial,,14174454.49
fdbd79ce-941e-4d2a-839e-86ef4e3e5518,2023,Comercial,,1390706.44
bdcfbace-a421-40bc-a54e-7e4351e4e2f0,2023,Especial,,3212513.73
7d697b33-0656-4eeb-9535-238b3f911278,2023,Oficial,,4370945.84
6a2d3727-fc24-471d-94f3-554d322d3773,2024,Residencial,6,2147038.25
68760124-db54-4e99-9d34-5449ec41d570,2024,Especial,,15113875.13
75c9b0d4-2cec-458c-b0a6-353042305046,2024,Industrial,,9444252.87
cbda42e8-b5e9-4c90-bb77-b08347bd3aaa,2023,Comercial,,10259537.03
d9c66a4a-4446-41dc-a60f-6b71eb914a24,2024,Industrial,,12923573.45
70253602-b10a-4ea0-860a-5854c09a7ec3,2024,Otros,,8713251.39
361c5402-aa72-4020-a9b6-72a4bdce3bcd,2024,Oficial,,2522942.14
