id,año,destino,estrato,consumo
4c7610d9-b5e1-490d-a120-efeb58c08eda,2023,Comercial,,6283342.19
8a2c73a7-eb1b-47a2-a98c-21397517674f,2023,Otros,,9874411.2
af42d9ab-6d7b-4efa-a437-894e20828e0e,2024,Otros,,16718192.14
3fd938ad-8d47-4221-8a7a-04f4527c58d8,2023,Otros,,158539.13
c4778042-c455-4e9c-8640-77d0f5753677,2024,Comercial,,5020804.99
af31c6b2-b697-4ebf-8d56-43cb40803e23,2024,Oficial,,3117884.3
0cdd606b-f7b9-4619-aa57-73e30cd145c9,2024,Oficial,,10193218.55
22fc600f-3475-4143-901e-0bb4eb49c4f8,2024,Industrial,,7151088.18
85341f90-f367-44e4-8088-06d295ba58a0,2024,Especial,,19001522.54
b393735f-a48f-432d-8444-d992ba65c6be,2024,Residencial,1,5691272.53
9f33c1ba-1c14-4d86-a7d3-fe354c34698c,2024,Comercial,,12171554.95
28058f09-2b45-4104-ab40-dd3ead5a2f0a,2023,Oficial,,6536752.45
5b8c7ca6-2e00-4707-a3b8-70f389356e99,2023,Residencial,4,15311549.26
d76917c1-5b9e-4fa6-bbe7-88f2de02c9f4,2024,Oficial,,2238935.15
0c09fac1-fe6a-43cd-9053-3a9fa40233f4,2023,Industrial,,16458420.65
21867ba4-3e77-4dbf-8b55-7655a01904ee,2024,Residencial,6,5077452.62
9b122fa3-396e-4c51-a287-6a6df1b75eff,2024,Especial,,8434807.24
bcdc989c-1fe1-4528-ba6b-3afa64e62b26,2023,Oficial,,570286.68
86f27b1b-54ac-4408-aab4-f77a7bfbefcb,2023,Oficial,,12343658.67
5503bd92-e92f-40fd-9b89-7271f3ef6039,2023,Otros,,7907667.24
9d7a478e-a18b-40ae-bb8b-cf5e91aa1100,2024,Otros,,2194498.21
30f20e2d-1e47-4b2c-a5a4-fc1ef9ce1c6d,2024,Oficial,,5574200.66
332a6333-808d-4859-84dc-283e3ec8e4df,2023,Especial,,11605873.67
efb69b6d-d874-448d-a40f-2ef20ea11375,2024,Residencial,2,10962588.11
86abfc95-84b6-4fa0-94e7-f573d4d18c89,2023,Comercial,,2183957.65
f8d66a2e-63a9-4141-aac3-d6538f527e1f,2024,Residencial,6,7515347.6
309d33bf-6f74-4ada-aa00-edea16bf469e,2023,Industrial,,4517409.07
28e0673f-79ec-44b3-9bda-352de2e4f929,2024,Otros,,1904233.66
609b34ef-7e2a-4a00-b878-1f22314ab2a7,2024,Especial,,13700143.32
81f12f29-bb59-4a11-9128-1ea9b220871b,2023,Industrial,,13825702.49
