id,año,destino,estrato,consumo
4edaa8dc-794d-48d1-afb8-5cabfa9bcf7a,2023,Otros,,16513737.83
31ce7f7c-a596-476f-9c1d-698dd934679d,2023,Residencial,2,16474817.31
717d02a9-2b10-4461-8671-8728c0072536,2024,Comercial,,13492890.15
5c2dda0f-9c4b-4857-9471-e6952b06920c,2024,Residencial,2,19347825.11
477d1b79-085d-49d2-be7e-e43318dd50e5,2024,Otros,,13629149.39
dbacbe14-14a0-4203-91d4-4163bdba0ef0,2024,Oficial,,12547699.95
273d10fe-5f90-4758-89d9-4cc96a15492f,2023,Residencial,1,17350723.16
f2910144-8129-4ec7-a8bb-c13a9a89012c,2023,Especial,,14637588.73
cf7e24c6-2209-420e-9c74-a063ab02af55,2024,Oficial,,12364976.05
db34e658-3e42-49cb-9175-375b50fa3bd6,2023,Residencial,4,12306984.16
2456909c-bbb9-49ac-baf1-951aa3341e47,2024,Otros,,111324.13
be24bdb3-56c0-4b3b-9a7e-c69de308e4c2,2024,Comercial,,9999493.98
9401f851-3b0b-4c96-9137-5a244e4a3f82,2023,Otros,,16076718.39
6f0c980b-2eef-4e41-9192-93f724b8e126,2023,Comercial,,4577223.14
a6f7c216-096a-4d49-9ccf-ae3071383c12,2023,Comercial,,6552228.97
5825edb7-130f-4df5-871f-3f39d6cca171,2023,Especial,,15967529.3
199c2698-431d-4c57-b254-77b0be65c9b1,2024,Residencial,6,8406553.5
8c7550e3-3a97-4652-92a7-c5cb8b01e899,2024,Oficial,,647058.72
1e0cf9d2-89b7-4e94-87b4-d9cd3e8a78aa,2023,Oficial,,17389437.52
8f2f8061-715c-4d2a-89d7-ff909876e3e7,2023,Oficial,,19458697.01
71b87ca5-949a-4624-8c99-ea85081abeaf,2023,Oficial,,2664428.01
474b8ec7-b11d-4103-ab88-e356731a4dd7,2024,Especial,,2632222.36
3f986035-b87c-4d51-a943-5ac8ae09f793,2023,Especial,,11583605.51
e6c8171f-20e4-46dc-932a-04ec327ea2da,2024,Industrial,,15738421.1
6d568e9a-1972-41db-84d9-8de61c38cd29,2023,Residencial,1,7850085.09
36e67539-c0cc-403f-b070-f941005377b2,2023,Comercial,,12593972.57
a5402486-7202-4b31-a6d4-8211349d2939,2023,Otros,,15734805.76
b60d7974-c152-4db1-bb9e-6882374a3eeb,2024,Otros,,13184633.06
27363d75-6932-44c4-9f7c-b9457cacd29a,2023,Comercial,,4510277.6
2ef4562f-f770-4bd9-8847-f40ee03cd7e5,2023,Comercial,,7430942.44
84148b4a-b8e9-411a-a62b-3f284f5799d5,2023,Industrial,,16518885.74
4014600f-edcb-433b-bcd9-b0b7fd95a87f,2024,Oficial,,15096601.73
1f2c4dc2-4bf6-41b5-aa3e-d3392758539a,2023,Comercial,,11114099.51
18b18344-617e-43d1-acc5-f2e6df4c8ad9,2024,Industrial,,6212446.66
9d86f7a4-8b63-4ccd-a9b0-5ea18512dc20,2023,Industrial,,8853055.36
bbd408a4-7a93-420f-86ea-2d37f9d8ec02,2023,Otros,,7012164.09
5ba1b098-0404-48b3-acc3-c5a1d97a847e,2023,Oficial,,16186131.77
5d1fbb0a-d199-4393-a55a-87003ffa8685,2024,Otros,,17097480.6
3c60bd2f-2555-45a4-8afc-8d9b39bb8b4c,2023,Oficial,,662050.22
3c445385-824d-47ad-85d6-95c84c3ef226,2023,Otros,,1571092.68
3f65c894-554e-4775-b5ea-4f75e49135de,2023,Industrial,,7400428.35
a4e09878-8ba7-4b32-a566-77e521cd3670,2023,Comercial,,6413006.57
83c18aed-bea5-4542-850d-1669b66bb0d4,2023,Comercial,,11474529.55
a63dd5cb-bd94-4d29-9cc7-ae93bc0b9bd1,2024,Comercial,,15929948.82
10b75a59-2947-472f-9499-644a7da94350,2024,Especial,,474634.84
9e0262c9-dd35-4e9c-91fd-752edd4bcbe1,2024,Otros,,9993118.35
f30c4a8d-e1b0-4fa1-b61a-33970ad36367,2023,Otros,,4093683.07
a61284d0-a804-479a-974e-2121ee3571bb,2023,Otros,,14491492.39
20750cc2-415d-4b20-a31d-bd81fbe4c8a5,2023,Industrial,,19451471.34
625032ff-b3ae-42c6-9b3f-8e192762df7b,2024,Otros,,14052568.66
334c90ec-7e2e-4fcd-b0f9-b5aa062f87c1,2023,Especial,,3038880.59
ee2b1b12-d71a-44ec-b1e8-21d6c3cb2b20,2023,Industrial,,16164719.92
d891d716-e6b0-4d31-a23d-604257b84a9f,2024,Otros,,6164645.85
7926fb2f-6426-48bc-9066-41cf8ddadde3,2024,Industrial,,12080322.29
5dd16a61-4c34-45c8-ac42-d8c382144d5d,2024,Especial,,9026705.53
7fef1d51-1eac-48b3-9d3c-88f8f4d5e12a,2024,Especial,,19454279.08
75613491-295e-472b-b698-0b4f60604831,2023,Oficial,,16053494.75
c991b046-1c11-4b36-b49c-be23cbee139c,2024,Oficial,,652391.65
c346916b-c5aa-4122-a09e-e345bf2d560f,2023,Industrial,,3146532.73
35f4ee2e-ea1a-4590-9d71-a73e2a3b4687,2023,Especial,,19254450.25
117b037a-82ec-4454-81e3-f3a9b1c08bd3,2024,Residencial,6,3562103.63
0dab6d2c-5aaa-41ea-9a28-6fa6e19e546c,2023,Especial,,9367285.09
d035495d-ea8b-430b-85ee-c149ff4741c2,2023,Oficial,,3768306.39
1cc5e9ad-e707-43c3-a7c4-b179d4d513ee,2024,Residencial,6,4588232.9
c379d9bb-4964-4f3d-b16c-f7f32c473590,2023,Residencial,2,740772.07
60559e62-e4a3-4d10-b820-7f263fafaa26,2024,Oficial,,8465897.93
b82b7205-04a3-4f72-b535-f4ea7e215335,2023,Especial,,319363.71
a067808a-dc50-4fc6-96cf-c2955a6adda3,2024,Residencial,6,5027754.08
08d5e9ae-26b7-4816-a5ec-c70a9a315a26,2023,Oficial,,4296328.21
c76f576c-243b-4f06-b49b-3384e4c774cd,2024,Industrial,,16034624.39
658caa19-a692-428b-b942-0054e0ad787c,2024,Oficial,,6163449.21
37527d40-44c4-4ddf-a305-e79fbf11b7f3,2023,Residencial,5,11523931.22
a8261b00-ac33-4902-8b2b-9f34505d8620,2024,Residencial,6,7951635.72
f4af597c-0347-4f7c-be14-2fff858f2da7,2023,Otros,,200018.6
89b70aee-b20e-42de-a093-50f5e7897cf7,2024,Comercial,,14764435.4
bd794e94-f007-454b-a734-0e25ce272209,2024,Residencial,1,9924944.93
882d86e0-b3bd-421f-bf91-3b7fc16b41c6,2023,Otros,,6679495.25
0bf3462b-badc-45d0-b726-6d1057d6ce3d,2024,Especial,,12321377.14
07b5952e-4edc-44d8-b1f2-89466fdace75,2024,Residencial,4,5651735.31
0a6df469-a327-46ab-b9ed-313d01601862,2023,Comercial,,15144133.66
3bb4c16e-f8cf-40b2-b5f0-1cf4c5f20e9e,2024,Especial,,5830995.04
4440c124-dce2-4758-8f13-a04a23dbfd65,2024,Otros,,3852890.19
4f5d2615-4c11-4812-bcfc-dfb60460d04f,2024,Residencial,1,4161548.53
091fc6f3-d768-43de-b706-4aa4fa733791,2023,Residencial,2,10010835.84
2d46e6f7-ee64-484d-b95f-8728c3cd1d6d,2024,Comercial,,15418662.83
a5f986e6-f444-437f-baaf-fedef49f4a1d,2024,Residencial,6,17226941.58
1a22ae6c-497f-4096-9b69-a58a200c9345,2024,Otros,,7139192.26
c9932bb3-3f2b-42e8-9fe8-6981027b1708,2024,Residencial,3,6973112.31
615ced9a-53c1-4c34-a786-58281a5dea24,2024,Especial,,14353560.06
e39b7955-7518-4856-8765-d53d81034378,2023,Residencial,6,15257330.04
87ff07b0-f1f4-49a0-a98e-74ea899e6931,2024,Industrial,,5671393.68
2898d9dd-7b5a-47d5-ac01-6a86bc353840,2023,Otros,,9043030.48
6926bd46-8475-4e33-939c-0041f0ac0881,2024,Otros,,14420690.15
47608f3f-cf81-43c3-8bbb-15215b34f44f,2024,Residencial,6,5720363.13
8cbb89ba-fc82-4526-b8fe-e96e9fcef6fa,2023,Residencial,2,19824738.16
10196e8e-c631-4b24-83b0-968ea0e4856e,2023,Comercial,,18947208.57
1d7451ed-f2e6-430d-9862-b050474ba09e,2023,Comercial,,2989347.53
a03c47f8-a0d5-40a6-a9b4-0f7717911499,2023,Especial,,2697428.22
66f51f89-921b-49e3-980d-fc27bbac104e,2023,Otros,,9428161.09
af58d93c-cbd1-4a16-a7fd-ad5e01446354,2023,Otros,,15263696.42
895df898-606b-416d-9962-32ac416154ab,2023,Oficial,,18109546.14
70f2d37c-b340-44cd-b7e2-772de8565c74,2024,Otros,,7611187.49
ece96344-1d82-40f2-b199-735511766124,2024,Comercial,,3306868.24
6ca18cc0-5f23-4803-95f4-f7d57805b159,2024,Especial,,766605.03
2f2b9686-b2f0-4a6b-9a86-e7eb83568b1e,2024,Especial,,18702144.96
2ffa35bd-1e30-4261-9c19-6cf6549a6a29,2024,Industrial,,7700893.96
9d5f94a2-65b9-468e-8878-864af8252a9d,2024,Industrial,,9363887.19
30397497-e1cc-4fb1-8ca8-3c21df214116,2024,Oficial,,6384788.78
cbfa44cf-f781-48c9-b972-2b27412a5378,2023,Oficial,,5227145.65
a8518ad5-60c7-4187-8b87-206158263dab,2023,Residencial,6,14775751.7
d39e0c06-50af-41b3-ae58-b74c05993982,2023,Comercial,,12987807.69
d441f44d-d458-4a64-8f10-590880a14e25,2023,Industrial,,8270285.91
45d7d568-d22a-4858-8ed5-d6646e1ca212,2024,Oficial,,2096937.58
4c5d77e7-0701-4887-a0ed-42aedb90e87b,2024,Otros,,9984418.88
aeaeb12e-7efc-45b7-91fa-92bef1cf5b4c,2024,Especial,,15802731.19
66c901bb-46cd-4087-bf04-7720ea815afb,2023,Comercial,,2503559.5
